platform,komentar,timestamp
YouTube,"mau tanya. Polisi yang salah tangkap, Hakim yang salah vonis, dan JPU yang salah tuntut dan sudah terbukti kekeliruan mereka. Apakah mereka bisa kena pidana seperti Dokter yang malpraktek dll?! penasaran gue. Soalnya dari beragam kasus salah tangkap, salah vonis, salah tuntut mereka belum pernah gue denger dipidanakan. Cukup minta mangap, selesai urusan. BAHKAN gak ada yang minta mangap sama sekali.",2026-04-18 12:15:41
YouTube, Jangan sebut ini di indonesia ya??,2026-04-18 12:15:41
YouTube,Mark up sudah umum di indonesia.,2026-04-18 12:15:41
YouTube,Itulah kalao yg mengaudit bukan ahlinya.....,2026-04-18 12:15:41
YouTube,"Nanti lain kali kita ke dokter bayar obatnya aja, jasa Dokternya harusnya gratis kan cuman nulis doang",2026-04-18 12:15:41
YouTube,kasus pesanan...tahulah ya,2026-04-18 12:15:41
YouTube,targetnya receh banget,2026-04-18 12:15:41
YouTube,Kejaksaan Negeri bisa di audit GK sih?? Mereka dah beberapa kali membuat vonis GK masuk akal di seluruh daerah Indonesia.... Harus nya di pecat sih soal salah vonis itu sudah 0 toleransi sama kek kecelakaan kerja....,2026-04-18 12:15:41
YouTube,"Makan tuh gaji jaksa,hakim dinaikkan...dikira otak korup bakal hilang...  Sebenarnya kasus ini gak bakal besar kalo korban gak teriak..sebenarnya permainan hakim dan jaksa di ranah pidana itu potensi cuannya besar..  Tengok aja org"" sekitar kalian yg pernah berurusan dgn hukum,pasti mayoritas nyogok jaksa, karena kalo jaksanya mau main, maka tuntutan akan diringankan..tapi kalo gak mau main ama jaksa,maka akan dikenakan tuntutan yg tinggi.. Semakin kalian nampak punya uang,maka akan semakin tinggi tarifnya..  Bahkan terkesan, punya pengacara itu gak bakal berguna..mau pake pengacara atau enggak, hasilnya tetap sama..  Kalo gak percaya,kalian tanyain aja sm teman"" kalian yg pernah kena kasus narkoboy..mau pake pengacara oun hasilnya akan sama..tp lain kalo kalian main ama jaksa..dan ini sudah rahasia umum..  Di lini lain, bahkan lebih ngeri lagi..kalo kalian pengusaha, bahkan tanpa kasus pun kalian tetap akan wajib setor..  Ini sudah rahasia umum..tp mau gimana lagi..mau lawan mereka percuma, landasannya hukum..setiap celah adalah cuan...  Di lini konstruksi beeh lebih ngeri lagi..jatah kejaksaan itu wajib bagi pemda..afiliasinya pake perusahaan org lain..",2026-04-18 12:15:41
YouTube,"Jangan pernah mau kerjain project pemerintah, bumn atau instansi terkait..  Yakin ga bakal beres pembayarannya...  Teman saya pasang wifi di suatu puskesmas desa dari beliau masih muda sampai sekarang sudah punya 4 anak...  Nilainya gak seberapa makanya sampai malas minta katanya...",2026-04-18 12:15:41
YouTube,"inti guys jngn pernah mau berbisnis dengan plat merah bahaya, bahaya gagal baa",2026-04-18 12:15:41
YouTube,"Sering2 nonton kelakuannya termul, niscaya gak kaget da ngak kesel, karna sering ngeliat yg model begini, mungkin lebih ke pasrah sama hukum disini ",2026-04-18 12:15:41
YouTube,"Ibarat kita yang dagang ya kita yang tau modal dan untung ruginya tapi kok orang lain yang menentukan harganya, astaghfirullah, orang sebodoh ini dan seberantakan ini kok bisa jadi orang Pemda, untungnya firal coba kalok enggak? Dan mungkin ada yang GK sempet firal tapi... Astaghfirullah",2026-04-18 12:15:41
YouTube,"Kyknya kalo berhubungan dengan pejabat2 boomer yang sok tau ini. Segala Clip on, jasa editing harusnya gratis. Jaman mereka itu masih nonton RRI TVRI kali ya bang.. Hadeeeh.. Suara muncul aja gt dah bagus mungkin dipikirnya mereka sesederhana itu ",2026-04-18 12:15:41
YouTube,"Merinding lihat kasus ini, sangat ga masuk akal. Auditornya paling barisan sakit hati jg yg kong kali kong dengan pengadilan",2026-04-18 12:15:41
YouTube,"kasus quadriliun pertamina aja ga terdengar penegakan hukumnya... eh yg cuma ratusan juta aja kena usut, mana ada jasa dibilang markup, yg bisa markup biaya jasa ya sebenarnya penyedia anggarannya.....",2026-04-18 12:15:41
YouTube,"1 kesalahan si amsal, percaya dan kerja sama dengan pemerintah",2026-04-18 12:15:41
YouTube,- Pejabat Bodoh soal project  IT mereka gak mau tau dan gak mau paham bagaimana video/aplikasi dibuat. Mereka beranggapan membuat (Aplikasi/Website/Video/Animasi) itu semudah membuat Slide power point. jadi kalo vendor mengajukan biaya puluhan juta mereka menganggap Vendor itu melakukan markup.  - Pejabat punya mindset dan udh jadi habit = Ada project WAJIB korupsi. Jadi project ratusan juta yg masuk proposal anggaran itu kemungkinan besar sudah dimarkup dari biaya yg sebenarnya hanya puluhan juta.,2026-04-18 12:15:41
YouTube,"SELAIN SEKOLAH YANG PINTER BIAR GA JADI POLISI, TERNYATA SEKOLAH YANG PINTER BIAR GA PERLU KERJA SAMA PEMERINTAH IDIOT",2026-04-18 12:15:41
YouTube,Sudah jelas dari menit pertama hingga menit ke 12 kita tau bahwa Auditor y isi kepala y sm kayag hasil audit y untuk editing = 0,2026-04-18 12:15:41
YouTube,Ga habis pikir gw sumpah,2026-04-18 12:15:41
YouTube,"malu bet sih , ayo pemerintah mana ini",2026-04-18 12:15:41
YouTube,ada aja ya cara manusia nyari duit jaman skarang,2026-04-18 12:15:41
YouTube,2:30 let him cook ,2026-04-18 12:15:41
YouTube,Singkat kata Orang Inpektorat yg otaknya kemasukan air laut !,2026-04-18 12:15:41
YouTube,Kasus terbodoh yang bisa2 nya di loloskan ke persidangan.. jaksanya harus di periksa tuh..ga beresss...,2026-04-18 12:15:41
YouTube,ya Allah kasihan Amsal di egeri ini,2026-04-18 12:15:41
YouTube,"Aku sering bikin iklan tv lokal, profil property. Sedih melihat Amsah di hukum..akuntau susah nya nawarin job apalg pemerinath.mrk selalu minta cash back. Dan 30 jt itu encluded sebenarnya. Pokoknyablu byo 30 jt terima bersih. Udeh plg potong pajak  Tp knp di RAB dipisah2. Klu harga satuan jelas lebuh mahal dr 30 juta.  Kita nawar 30juta itu bahasa kasarnya biar enak aja gak.usah pusing lu pak.. Pokoknyabterima bersih. Harusnay pervideo 50 juta..krn produksi out door itu byk mkn biaya..  Aku paham krn aku irg kreatif 16 thn di tv lokal di daerah ku.  Untuk anku selalu handle swasta kd gak da dusta diantara kita",2026-04-18 12:15:41
YouTube,USUL. KAN MAS  KORUTOR HARUS DI HUKUM. MATI,2026-04-18 12:15:41
YouTube,"Kalau saya jadi jaksa mendengar nota pembelaan amsal, rasanya kok seperti taik dilempar ke wajah, saya gak sanggup angkat muka lagi didpn org, memalukan sekali oknum2 jaksa biasab, kalau saya kejati, semua yg terlibat termasuk kejarinya saya akan tindak adm, etika dan pidana, bayangin 131 hari penjara dialami amsal, kalau hasil usaha dia 2 atau 3 juta sehari, brp kerugiannya, begitu juga nama baiknya, begitu juga keluarga, kliennya, cocoknya jaksa dituntut dan gati rugi Rp. 2 Miliar",2026-04-18 12:15:41
YouTube,"Maaf ya bang Mungkin belum ada silaturahmi ke penegak hukumnya, sehingga dijadikan kasus",2026-04-18 12:15:41
YouTube,Jaksa emosi ngak di kasih jatah ,2026-04-18 12:15:41
YouTube,"di video mana gt saya bilang 30jt tuh murah bgt, saya bukan videographer saya bisa bikin video jauh lebih jelek dari itu tapi harga jauh lebih mahal dari itu, kalo g setuju ya g usah deal, di jasa org punya harga masing2, harga berapapun bukan markup menurut saya. kalo suka ya deal kalo g suka/kemahalan y g usah deal",2026-04-18 12:15:41
YouTube,Mungkin pihak spektorat biasa edit vidio pake capcut garatisan .,2026-04-18 12:15:41
YouTube,Murah sekali 1 video profil desa  30juta... kita buat video porfil desa kurang lebih 6 menitan dapet bayaran 40 juta lah ini 30 juta 40 menit baik kemurahan,2026-04-18 12:15:41
YouTube,"gw harap lu gak goyah bang dg konten"" lu dan dg prinsip"" yg lu pegang. apalagi boleh jd kalo uda kesenggol dan join dalam ranah politik terlebih masuk dalam instansi, lembaga ato apapun itu yg berbau pemerintahan. tp kalo niatnya buat perubahan struggle sih pasti. bedanya bakal quit ato ikut arus yg mana kembali ke jati diri individu.",2026-04-18 12:15:41
YouTube,10:48 udah bang udah  Di sini SANGAT JELAS YANG MENG AUDIT LAGI NGAJARIN CARA KORUPSI BUKAN PENINDAKAN KORUPSI  KASUS INI ADA KARNA ANGGARANNYA KECIL. SEANDAINYA MILIARAN SAMPE TRILIUNAN PASTI HILANG BERITANYA,2026-04-18 12:15:41
YouTube,ada aja gebrakan para pemegang kekuasaan yg menyalahgunakan kekuasaan.. muak gak sebagai rakyat?,2026-04-18 12:15:41
YouTube,Inspektoret merekomdasikan amsal bersalah....tujuan nya pejabat cari nilai dg korbankan rakyat untuk jabatan lebih mntereng....sama penyidik n jaksa juga ga beda cari nilai plus tentu jabatan naik..tp ngawur dlm dijadikan trsangka,2026-04-18 12:15:41
YouTube,DANGKAL DAN IDIOT PARA JAKSA DAN HAKIM DI SUMUT.... DAN MALAH MENJADI PROVOKATOR PULA ...MENGADU DOMBA INSTITUSI PEMERINTAH....PECAAAT SEMUA YG TERLIBAT LANGSUNG...TERBUKTI PENEGAKAN HUKUM DILAKSANAKAN SESUKA DAN SEKEHENDAK PENEGAK HUKUM DAN KELOMPOK2 MEREKA...!!!!  RUSAK AMAT MENTAL DAN AKHLAKNYA .... BIKIN MALU KELUARGA SAJA KALIAN ...BELAJAR KEPADA HAKIM DAN JAKSA YG DILUAR  BIAR AGAK PINTAR DIKIT...,2026-04-18 12:15:41
YouTube,"Lu jualan,  negara beli,  negara jd customer lu...  Di bayar...   Trus tiba2 lu d penjara ",2026-04-18 12:15:41
YouTube,yg bersangkutan sudah divonis Bebas sama hakim PN Medan,2026-04-18 12:15:41
YouTube,JANGAN JADIKAN DAN BUAT HUKUM YG ADIL MENJADI TERLAKNAT DI AKHERAT DAN BUMI NKRI.. WAHAI PARA APARAT HUKUM.. KALO TAK MAMPU MENJAGA KEADILAN.. SILAHKAN RESIGN TANPA PESANGON PENSIUNAN KETIMBANG MENJADI IBLIS PERADILAN DIMUKA BUMI.. ,2026-04-18 12:15:41
YouTube,Gw juga ogah si ditawar harga segitu buat kerja shooting segitu banyak. Lokasinya banyak banget pulak.,2026-04-18 12:15:41
YouTube,"Makanya gw sebagai dev apps gk mau terima tawaran buat software sma instansi, bukanya apa apa ,ya bisa jdi ad oknum yg kya gini2..  Ntar pas gw kasih harga 50juta based on case..  Jasa : 0 , Kan cuma ngetik, sisanya libary kan open source, kamu untung 100persen , hrusnya 5juta ini ",2026-04-18 12:15:41
YouTube,"Pecat itu jaksa sama auditornya,sangat memalukan",2026-04-18 12:15:41
YouTube,"Kasus pengadaan aneh yang telah viral kalau yang lain masih belum ke up media juga kayak tren buatan untuk membaikan citra, ternyata sebaliknya Harga diri professional telah di injak injak oleh ""oknum"" berkomplot yang memakai nama institute dan membawa nama tuhan.",2026-04-18 12:15:41
YouTube,Bisa-bisanya jaksa bilang editing video itu gratis. Sekonyol itukah pikirannya...,2026-04-18 12:15:41
YouTube,penasaran aku sama ijasa si jaksa  bolos terus kayaknya,2026-04-18 12:15:41
YouTube,"30 juta per video : penipuan, mark up, korup Mobil dinas 8 Milyar : demi marwah  (tak di usut jaksa, padahal ada indikasi percobaan markup)",2026-04-18 12:15:41
YouTube,Mungkin ada anggaran dari pemerintah pusat / pemerintah jika dapat kasus korupsi maka dapat insentif jadi semua orang dianggap korupsi hahaha,2026-04-18 12:15:41
YouTube,Apakah ini kasus terkonyol sepanjang sejarah? ,2026-04-18 12:15:41
YouTube,"Anjirlah ku kira cuman 2 menit video nya, rupanya sampe 40 menit, wajarlahhh anjirr 30 juta harganya",2026-04-18 12:15:41
YouTube,yang beneran koruptor malah di budidayakan,2026-04-18 12:15:41
YouTube,Jaksa apa Maksa... Penuntut butuh penuntun ... Dakwaan isinya Lawakan.....,2026-04-18 12:15:41
YouTube,sampek saat ini saya kalu berbisnis dengan pemerintah - saya tolak,2026-04-18 12:15:41
YouTube,Kalo jaksanya pintar gak mungkin jadi Jaksa atau aparat negara,2026-04-18 12:15:41
YouTube,sistem hukum di konoha emng udah rusak.,2026-04-18 12:15:41
YouTube,"Penegak dan penegakan hukum di indonesia emang parah. Konyol, ngawur dan asal2an. Yang penting dianggap gak penting yang gak penting dibikin wow. Memang konyol dan anehnya itu dimainkan. Hakim juga iya2 aja. Wadaawww",2026-04-18 12:15:41
YouTube,INDONESIAAA TAHUN KE TAHUN KEBIJAKAN MAKIN DI LUAR AKAL DARI KEBIJAKAN KEBIJAKAN YANG CACAT,2026-04-18 12:15:41
YouTube,"Dear adek saya, sertifikat dasar PBJ bukan sertifikat ahli pengadaan. Tolong kurang2in self-claimnya ya dek.",2026-04-18 12:15:41
YouTube,Ini negara atau taman kanak-kanak sihh?,2026-04-18 12:15:41
YouTube,"baru 7 menit udah faham,, konyol sekaliiiii,,",2026-04-18 12:15:41
YouTube,"Banyak kasus seperti amsal,karena tidak viral aja.negara konyol",2026-04-18 12:15:41
YouTube,"30 juta mah murah, ibarat makan di warteg",2026-04-18 12:15:41
YouTube,"Cb netizen bergerak cari tau kekayaan dan background penuntut umum, apakah wajar seblm dan sesudah menjabat.",2026-04-18 12:15:41
YouTube,"Bang, kalo dubbing nya ada Bang? Saya netral. Maaf males nonton video nya",2026-04-18 12:15:41
YouTube,"Kejaksaan seolah gak tahu malu..jika tuntutan mereka dikalahkan oleh data dan fakta... Apa kejaksaan tdk tahu dan pernah memahami proses dari sebuah karya seni ..apakahi yg Komersial.. Ide itu mahal dn tdk ada nominal pastinya.. dan Editing itu Proses dn pekerjaan yg melelahkan dan butuh Waktu dn energi baik manusia dan alat2.. software yg berbayar .. memalukan Kejaksaan dgn tingkah lakunya... Sperti gak "" melek "" teknologi...",2026-04-18 12:15:41
YouTube,"Gorden gedung dpr aja berapa tuh kemarin harganya, mahal banget. Padahal ekonomi pas itu sulit banget. Itu juga markup. Ngomong aja pak jaksa anda butuh uang",2026-04-18 12:15:41
YouTube,"Pemerintah mungkin udah buta dan ga peduli, soal aksi masyarakat yg sudah mulai muak soal hukum negri ini. Revolusi dan hukum rimba masih berlaku, pemerintah bisa apa kalau seluruh rakyat kompak turun tangan untuk menuntut keadilan ?. Siapa yg akan diserang oleh rakyat ?. Tentu jawabannya keluarga skaligus oknum pemerintah yg coba"" membuat hukum menjadi mainan untuk kenaikan jabatan.",2026-04-18 12:15:41
YouTube,video profil desa nya ilang cui wkwkwk,2026-04-18 12:15:41
YouTube,"Ini kasus amburadul, tidak berlandaskan perpres ttg Pengadaan Barang Jasa Pemerintah, tawar-menawarnya langsung antara vidiografer dgn para Kades, jadi para kadesnyalah seharusnya yg ditersangkakan krn menggunakan dana desa(uang negara) di luar mekanisme pengadaan",2026-04-18 12:15:41
YouTube,JPU nya bikin tuntutan pake AI belum premium itu.,2026-04-18 12:15:41
YouTube,Bang udah liat klarifikasi dari kejari karo? Jangan kayak kebanyakan dan seringnya netizen indonesia dapat informasi dari satu sudut pandang  Walau secara pribadi ini kasus emang aneh banget,2026-04-18 12:15:41
YouTube,Korban sah untuk menuntut balik menggugat para aparat/ pejabat yg dungu dalam men tersangkakan Korban.. Sehingga menimbulkan kerugian materil dan in materil.. Agar ini menjadi pelajaran berharga bagi para pegiat hukum yg sangat sangat sangat dungu..,2026-04-18 12:15:41
YouTube,Ini tanda nya inspektorat GK kebagian fee  jadi di buat buat kasus nya,2026-04-18 12:15:41
YouTube,ANJAYYY LINK VIDEO DI PRIVAT GAESSSS,2026-04-18 12:15:41
YouTube,"dokumen audit sudah jadi, kalo di cabut ya malu dong... mungkin juga dia bikin dokumen pake AI",2026-04-18 12:15:41
YouTube,Jd pengen tau...si jpu alumni universitas mana? Jgn2 kampusnya udah rata dgn tanah ,2026-04-18 12:15:41
YouTube,"jaksanya LAPAR, butuh dana dari kasus, tapi nyari kasus yang dianggapnya korban itu bodoh, malah kebalik...keliatannya jaksanya yg jadi kelihatan BODOH. Kepada yang terhormat para jaksa, tolonglah, kalian kan sekolah kan? Ngerti arti korupsi kan? Yang ada mestinya ditanya ke kepala desanya, lapor minta pengadaan dana nya berapa, jgn2 mereka yang mark up, malah videografernya yg jadi kambing hitam",2026-04-18 12:15:41
YouTube,"apakah karena cuma 30juta mereka para jaksa mempermasalahkan , karena terlalu sedikit akhirnya ada pihak terkait yang tidak kecipratan ?? , Karena di video profile daerah lain bisa mencapat ratusan juta bahkan milyaran",2026-04-18 12:15:41
YouTube,"maaf bang, kebanyakan bumper videonya",2026-04-18 12:15:41
YouTube,"GIMANA KABARNYA PAK INSPEKTORAT N PAK JAKSA PROYEK JALAN JALAN NASIONAL MAUPUN DAERAH, APAKAH SESUAI DENGAN PROSEDUR ? APAKAH TIDAK ADA PENYIMPANGAN ? KOQ INDONESIA JALAN JALAN CEPAT RUSAK DAN BERLOBANG",2026-04-18 12:15:41
YouTube,makee tuu orang,2026-04-18 12:15:41
YouTube,"seperti biasa, karena yg dapat pekerjaan itu rakyat, bukan mereka. merka takut tersaingi dengan harga murah dari Amsal. terus juga merka nggak dapat jatah dari Amsal . ajur ndonyo Indonesia. padahal yang mahal itu justru ide dan kreatifitas seseorang sehingga menjadi karya yang luar biasa.",2026-04-18 12:15:41
YouTube,"yg korupsi2 besar bagaimana kabar? masak tenggelam korupsi receh 30jt aja .. wakkk, eh para garong2 hutan berdasi, penghianat2 bangsa yg gadai kekayaan alam king Indo gmana kabar. besar kecil namanya korupsi jelas najis ya, tapi kalau yg kecil di ekspos dan yg besar melenggang .. nah, ini yg gak bener. indonesia itu negara besar, kaya raya alam melimpah tapi hanya di nikmati oleh oknum org2 pejabat tertentu serta kepentingan golongannya dan indonesia tidak kekurangan org2 pintar tapi indonesia krisis org2 jujur dan berintegritas  ",2026-04-18 12:15:41
YouTube,bg ferry videonya udah di setel ke pribadi,2026-04-18 12:15:41
YouTube,Coba itu pengadaan mbg,2026-04-18 12:15:41
YouTube,Konoha konoha hebat,2026-04-18 12:15:41
YouTube,film merah putih yang hancur itu berapa anggarannya ??? itu kok aman aman aja,2026-04-18 12:15:41
YouTube,Periksa Kejari nya,2026-04-18 12:15:41
YouTube,Mungkin Amsal kurang pelicin ke aparat,2026-04-18 12:15:41
YouTube,Inspektorat di kabupaten.. taulah kualitas kayak gmna ,2026-04-18 12:15:41
YouTube,Blm pernah masuk HIMA tuh yg ngelapor,2026-04-18 12:15:41
YouTube,"Kalau di dunia medis kedokteran ada istilah malapraktek dan bisa dituntut secara hukum, lah kalau di kejaksaan ada nggak ini?",2026-04-18 12:15:41
YouTube,"yaahh... saya telat,video profile desanya udah gak bisa di putar bang.",2026-04-18 12:15:41
YouTube,Indonesia udah separah ini ya? Maaf baru keluar dari goa,2026-04-18 12:15:41
YouTube,Ya elah.. Di sekitaran gw banyak hal hal di mark up harga.. Pake minta nota kosong segala.. Buat apaan coba ,2026-04-18 12:15:41
YouTube,Kasus pengalihan isu,2026-04-18 12:15:41
YouTube,bang inspektorat nya kudu sekolah lagi bang.....kasih paham bang,2026-04-18 12:15:41
YouTube,"Apakabar dengan film ""one for all"" ya yg ngabisin milyaran ",2026-04-18 12:15:41
YouTube,Apakah Amsal dapat 30jt bersih pervideo... Gak yakin gue...,2026-04-18 12:15:41
YouTube,"Apa mungkin awalnya dari pemerasan, trs ga dikasih..",2026-04-18 12:15:41
YouTube,Kalah sama patung gajah mungkur 1m yg bentuknya .... ,2026-04-18 12:15:41
YouTube,Brrti bisa dong proses hukum org yg audit salah anggaran nya,2026-04-18 12:15:42
YouTube,"Harusnya PEMDES, dan Dinas Terkait yg diseret ke Hukum, ditengah efisiensi anggaran malah menganggarkan untuk pembuatan video profil sebesar 30 juta, urgensinya video profil itu apa? Apa feedback-nya untuk masyarakat desa itu? Pemborosan itu namanya",2026-04-18 12:15:42
YouTube,Jaksa sekarang pekerjaannya apakah nyapu warga atau nyapu nyapu kasus mereka,2026-04-18 12:15:42
YouTube,"kalo markup dari penyedia jasa kan ada sesi nego, kalo deal dengan harga yang di kasih bukan markup lah nama nya, tapi memang biaya jasa nya dia mahal harus nya yang kena audit orang yang deal harga  ooooh apa gini ya, sudah deal tapi si pemberi kerjaan ""minta jatah"" tapi gak dikasih terus dibilang lah si penyedia jasa itu markup harga",2026-04-18 12:15:42
YouTube,Semoga orang2 bodoh TDK lagi jadi pejabat,2026-04-18 12:15:42
YouTube,"gini loh, kl 30 jt dpt video sebagus ini.. next time oknum2 tertentu gk bs mahalin lagi.. krn ada perbandingan.. ini si A bs 30 jt, kog si B ampe 3 M?? hehehe.. si B bs 3 M krn bagi2 x ya?",2026-04-18 12:15:42
YouTube,"mending di vendorin aja secara profesional sekalian itu namanya kejaksaan, udah terlalu corrupted lembaga negara ini",2026-04-18 12:15:42
YouTube,30jt pervideo udh murah kali itu. utk biaya transportasi. akomodasi. blm lagi ide yg kreatifnya aja nombok. udh gila tu jaksa. kalo mau cari kesalahan orang. masih banyak tu koruptor yg harus diperiksa,2026-04-18 12:15:42
YouTube,Banyak jaksa nggak waras,2026-04-18 12:15:42
YouTube,Pejabat nyari 'sisaan' dari proyek pemerintah Wartawan nyari 'rejeki' dari berita pejabat Jaksa nyari 'suapan' dari kasus akibat berita itu Selanjutnya apa lagi yaa???.... ,2026-04-18 12:15:42
YouTube,Jauh jauh bisnis dengan pemerintah....,2026-04-18 12:15:42
YouTube,"Saya anggap jaksanya kurang pintar, takut kualat kalau di sebut bodoh. walaupun saya anggap bodoh, karena amsal menjual jasa atau pengetahuannya, lalu ada yang mau membeli, kalaupun salah, pembeli yang salah.",2026-04-18 12:15:42
YouTube,Makin aneh aja negara ini ,2026-04-18 12:15:42
YouTube,"Banyak website yg dibuat BUMN atau di buat pemerintah milyaran rupiah, bahkan ratusan milyar rupiah. Tapi pas di akses, gak jelas, bahkan buatan canva",2026-04-18 12:15:42
YouTube,"si feri bilang ""lu bakalan marah, kesal dan mual"" wkwkwkw bang.. lu lupa apa kalon qta ini WNI.. marah mual dan kesal sama kelakuan pejabat negara ini udah makanan sehari2 kami sampai kebal",2026-04-18 12:15:42
YouTube,"Amsal itu Penjual kok di bilang Mark up, bukannya Penjual itu bebas mentukan harga Jualannya..istilah Sunda WANTU GALEUH TEU WANTUN TONG GEULEUH.",2026-04-18 12:15:42
YouTube,"udah di level maklum sama negara ini, Herman Willem Daendelsn aja di bilang gak ngegaji pekerjanya ",2026-04-18 12:15:42
YouTube,"RAB dari swasta itu namanya penwaran harga, jangan samakan dg RAB pemerintah, jadi jangan dibilang markup, kalo mau ditawar/dicoret2 dari awal bukan udah bertahun2 selesai dicoret2/dikoreksi sepihak lalu dibilang korupsi.....kalau ada perbedaan hasil kerja dg yg disepakati itu namanya sengketa bisnis juga bukan langsung korupsi ...heran kerja kok ngasal melulu...",2026-04-18 12:15:42
YouTube,Noh yng membela dari begal lo bela ngapin bela bela yang emang lo bakal dapet imbalan. Gak tulus lo,2026-04-18 12:15:42
YouTube,"tetap aja, 1.2 milyar proyek video profil desa 'MEMBAGONGKAN"" ini keributan masalah KEBAGIAN dan TIDAK KEBAGIAN aja",2026-04-18 12:15:42
YouTube,memang vidio kebanyakan profil orang. bukan frofil desa. isi nya wawancara orang kebanyakan. harus nya full vidio desa nya. bukan ful orang yg pidato.,2026-04-18 12:15:42
YouTube,"Desain spanduk aja ada duitnya bro, sekian menit ada fee nya. Lah ini mau 0 rupiah. Ketar ketir ini tukang desain",2026-04-18 12:15:42
YouTube,Tuntut balik atas pencemaran nama baik,2026-04-18 12:15:42
YouTube,"Dari berita ini kita bisa lihat bagaimana, cara berfikir orang orang hukum dan pemerintah....! Saya yakin pemerintah atau hukum di indonesia lebih baik di urusi sama anak anak SMA indonesia yang hebat. Daripada gen Bommer atau gen X. Soalnya 2 gen ituh udah cukup merusak negara dengan cara berfikir mereka yang terlalu bodoh.",2026-04-18 12:15:42
YouTube,BAU BAU INSPEKTORAT NYA KAGA DAPET JATAH NIH ,2026-04-18 12:15:42
YouTube,"ITU NAMANYA MALING TERIAK,AKU PAHLAWAN. YANG MALING MAU DIANGGAP PAHLAWAN.",2026-04-18 12:15:42
YouTube,"saksi ahlinya ganti aja sama rocky gerung dan bang feri , mau di debat apa sama para jaksanya ??",2026-04-18 12:15:42
YouTube,Itu yg audit ngawur + pasti ga bsa buka file pdf biasanya ,2026-04-18 12:15:42
YouTube,Filem one for all aja bisa selangit anggarannya gini doang 30 juta masih dibilang mahal,2026-04-18 12:15:42
YouTube,mereka sdm2 cerdas sebenarnya tapi lingkungannya kotor dan berlumpur ... godaan lingkaran korup pungli lebih menjanjikan..saling bersinergi untuk singkirkan penggganggu lahan basahnya...menyedihkan ya para pengurus2 negara kita ini...yuk ah rakyat bgmn ini..mo amp .kapan negara kita di urus sdm2 kotor ????,2026-04-18 12:15:42
YouTube,"Dari sisi pengadaan, RAB itu sifatnya PENAWARAN / PROPOSAL. Seharusnya kalau emang itu dianggap kemalahan kan ada proses evaluasi dan negosiasi dari panitia pengadaan. Pertanyaan lebih jauh lg kok bisa RAB tersebut jadi kontrak ?",2026-04-18 12:15:42
YouTube,kayaknya dipermasalahkan karena nggak ada yg dapet fee,2026-04-18 12:15:42
YouTube,Jaksa nya suruh sekolah lagi...,2026-04-18 12:15:42
YouTube,"Bedah import mbl buildup bang,kasus ini mmg sengaja dibikin untuk pengalihan.",2026-04-18 12:15:42
YouTube,"Ini mah inspektoratnya sama jaksanyadri 30jtan inspektoratnya pengen itu, cuma pasti ga dikasihjadinya mereka gitu",2026-04-18 12:15:42
YouTube,"Kurang ajar para  jaksa tsb, tdk punya akal ,seanaknya menentukan siapah yg salah dan siapah yg benar seperti raja, apakah seperti ini karakter para aparat pelayan masyarakat",2026-04-18 12:15:42
YouTube,Ganti audit inspektorat dan kejaksaannya,2026-04-18 12:15:42
YouTube,"Editan kreatifitas sound dsb bisa 0 kalau yg ngejakan pegawai / ASN karena dia bergaji bulanan. Lah ini kan kontrak kepada pihak ke II, lucu bin ajaib.",2026-04-18 12:15:42
YouTube,"Coba angkat rekayasa kasus Gus Yaqut Qoimas, apa ada kesalahan?!",2026-04-18 12:15:42
YouTube,"Yang korupsi mereka pejabat desa cs, yang dijebloskan orang lain.  Namanya juga pejabat kolot",2026-04-18 12:15:42
YouTube,Berani nya sama rakyat kecil tidak punya power ini negara lebih bahaya dari Amerika,2026-04-18 12:15:42
YouTube,bang kesalnya terasa... tapi entah knapa gw merasa lega sebagai orang miskin... ternyata orang kaya dan berpendidikan pun bisa tolol berjamaah,2026-04-18 12:15:42
YouTube,Knpa ga bantu jadi saksi nya bang?,2026-04-18 12:15:42
YouTube,Ga ada yg mau beli senjaga ilegal tetus nembak nembak orang orang tolo di pemerintahan ga?,2026-04-18 12:15:42
YouTube,"JPU kamfretttt dan Jaksa ketua Kamfrettt, Ahili Kamfrettt yg ada di persidangan itu. Belajar yg banyak dan Integitas tinggi harus menjadi identitas kalian. Rajin belajar dan Integritas harusnya selalu ada di pundak kalian menjadi Integritas, biar NGA tolol. Semoga pemerintah pusat turun ke Sumut, Di check di Sumut itu banyak yg korupsi.",2026-04-18 12:15:42
YouTube,Jangan dibikin ribet dah..jaksa dan polisi itu gajinya gak cukup buat beli fortuner baru 2 biji cash. Klo gak nyari ceperan kapan dong bisa  punya mobil bagus. Hadeehhh,2026-04-18 12:15:42
YouTube,"Pengalaman ku berkata untuk menjauh berkerjasama project dengan pemerintah , ada yang nembak lu untuk melakukan sesuatu ""untuk negara"" ludahin tuh orang...!! Kalian sudah berbuat cukup untuk negara dengan bayar pajak...!!",2026-04-18 12:15:42
YouTube,Indonesia sudah dipenuhi KEGELAPAN,2026-04-18 12:15:42
YouTube,Videonya di private coeg ,2026-04-18 12:15:42
YouTube,Videonya di privat ommm,2026-04-18 12:15:42
